"year","gu_nm","key1","key2","lot_ct","area_total","jiga_total","jiga_avg"
2013,"관악구","토지이용상황","공원등",183,304244,214130569100,703812
2013,"성동구","토지이용상황","공원등",409,1047766.6,654838057500,624985
2013,"마포구","토지이용상황","공원등",344,1941776.3,1150765748200,592636
2013,"동작구","토지이용상황","공원등",764,1548870.8,903530485380,583348
2013,"강동구","토지이용상황","공원등",134,650517.9,371139889640,570530
2013,"노원구","토지이용상황","공원등",272,662644.1,343912535300,519000
2013,"은평구","토지이용상황","공원등",159,146556,69061789440,471231
2013,"양천구","토지이용상황","공원등",155,683464.5,302009772330,441881
2013,"금천구","토지이용상황","공원등",82,147299,63072051850,428191
2013,"도봉구","토지이용상황","공원등",159,215920.4,87980080720,407465
2013,"성북구","토지이용상황","공원등",533,605235.9,216009857700,356902
2013,"서대문구","토지이용상황","공원등",657,302558.5,100368580290,331733
2013,"강북구","토지이용상황","공원등",206,855712.8,204349543100,238806
2013,"중랑구","토지이용상황","공원등",252,643809.5,135798536640,210930
2013,"중랑구","토지이용상황","과수원",342,465550.8,239244196500,513895
2013,"구로구","토지이용상황","과수원",1,7759,3724320000,480000
2013,"강동구","토지이용상황","과수원",15,22163,10273137000,463526
2013,"강서구","토지이용상황","과수원",14,35609,9514575000,267196
2013,"서초구","토지이용상황","과수원",7,17801,4070943000,228692
2013,"도봉구","토지이용상황","과수원",12,66517,11779487000,177090
2013,"노원구","토지이용상황","과수원",25,53531.6,8210776700,153382
2013,"금천구","토지이용상황","과수원",7,9520,952112000,100012
2013,"강남구","토지이용상황","기타",5,4631.7,27673290000,5974759
2013,"중랑구","토지이용상황","기타",2,38466.7,129602926000,3369224
2013,"중구","토지이용상황","기타",5,817.7,2558574200,3128989
2013,"성동구","토지이용상황","기타",2,39.8,112026000,2814724
2013,"관악구","토지이용상황","기타",1,422,1046560000,2480000
2013,"동작구","토지이용상황","기타",13,4155,10176327000,2449176
2013,"광진구","토지이용상황","기타",1,277,673110000,2430000
2013,"금천구","토지이용상황","기타",100,307348.5,688460640000,2240000
2013,"동대문구","토지이용상황","기타",18,2297,5111090000,2225115
2013,"구로구","토지이용상황","기타",2,22,47080000,2140000
2013,"송파구","토지이용상황","기타",88,343544.2,695454506000,2024352
2013,"서대문구","토지이용상황","기타",1,1324,2661240000,2010000
2013,"성북구","토지이용상황","기타",7,2622,5142070000,1961125
2013,"용산구","토지이용상황","기타",253,3401645.1,6320485047000,1858067
2013,"양천구","토지이용상황","기타",14,32524.2,46351960000,1425153
2013,"강서구","토지이용상황","기타",29,192365.4,175245342000,911002
2013,"종로구","토지이용상황","기타",1,1750.7,1242997000,710000
2013,"서초구","토지이용상황","기타",32,113932.3,60360175000,529790
2013,"마포구","토지이용상황","기타",84,895293,403024912000,450160
2013,"은평구","토지이용상황","기타",3,31107.5,12076025000,388203
2013,"강동구","토지이용상황","기타",126,1189198.3,309314097000,260103
2013,"강북구","토지이용상황","기타",22,94661,2375379400,25094
2013,"강남구","토지이용상황","다세대",2150,535386.3,2202236448000,4113360
2013,"서초구","토지이용상황","다세대",1981,494748.9,1983343259000,4008788
2013,"송파구","토지이용상황","다세대",5459,1173577.1,3944514831000,3361104
2013,"용산구","토지이용상황","다세대",2745,463159,1526133574000,3295053
2013,"성동구","토지이용상황","다세대",1234,174899,459816175000,2629038
2013,"마포구","토지이용상황","다세대",4585,818368.1,2148996821000,2625954
2013,"강동구","토지이용상황","다세대",2035,432174.1,1131444704000,2618030
2013,"중구","토지이용상황","다세대",1189,194483.1,461073187000,2370762
2013,"광진구","토지이용상황","다세대",2642,565868.1,1322552119500,2337209
2013,"종로구","토지이용상황","다세대",2699,354422.9,813649667000,2295703
2013,"영등포구","토지이용상황","다세대",1230,225287.8,500490844000,2221562
2013,"동대문구","토지이용상황","다세대",1196,205955,456067480000,2214404
2013,"동작구","토지이용상황","다세대",3752,848937,1863234871000,2194786
2013,"관악구","토지이용상황","다세대",4115,835139,1812211049000,2169951
2013,"성북구","토지이용상황","다세대",3174,660089.1,1370498929000,2076233
2013,"서대문구","토지이용상황","다세대",3615,739358.8,1516699533000,2051371
2013,"은평구","토지이용상황","다세대",8631,1646820.1,3189107451000,1936524
2013,"구로구","토지이용상황","다세대",3174,545586.3,1056292791000,1936069
2013,"양천구","토지이용상황","다세대",3847,826111.4,1579806014000,1912340
2013,"중랑구","토지이용상황","다세대",2058,419804.8,767111635000,1827306
2013,"금천구","토지이용상황","다세대",1698,365934.8,667957178000,1825345
2013,"강서구","토지이용상황","다세대",6047,1254810.6,2246496047000,1790307
2013,"노원구","토지이용상황","다세대",1365,296192.7,516833734000,1744924
2013,"도봉구","토지이용상황","다세대",2395,536920.4,830142492000,1546118
2013,"강북구","토지이용상황","다세대",3956,795655.6,1229030809000,1544677
2013,"강남구","토지이용상황","단독",5914,1473900.1,5774183853000,3917622
2013,"용산구","토지이용상황","단독",15685,1906588,6965907422000,3653599
2013,"서초구","토지이용상황","단독",5692,1324147.9,4765389303000,3598835
2013,"송파구","토지이용상황","단독",8550,1267820.7,3946729046000,3113003
2013,"성동구","토지이용상황","단독",11805,1259501.9,3341457054000,2652999
2013,"강동구","토지이용상황","단독",9735,1561469.6,4023628704000,2576822
2013,"마포구","토지이용상황","단독",12460,1522374.5,3908905274000,2567637
2013,"중구","토지이용상황","단독",5418,499761.5,1191428117000,2383993
2013,"광진구","토지이용상황","단독",15061,2195499.2,5014797460500,2284126
2013,"동작구","토지이용상황","단독",15548,2120966.4,4765384778000,2246799
2013,"동대문구","토지이용상황","단독",18183,1851889.3,4145505865000,2238528
2013,"관악구","토지이용상황","단독",18401,2622693.7,5773802989000,2201478
2013,"종로구","토지이용상황","단독",13996,2135452.3,4691980982800,2197184
2013,"영등포구","토지이용상황","단독",14299,1579689.5,3427901664000,2169984
2013,"성북구","토지이용상황","단독",25160,3409773,7371603763000,2161905
2013,"양천구","토지이용상황","단독",8241,1140640.2,2398038490000,2102362
2013,"서대문구","토지이용상황","단독",16500,2349841,4756032513600,2023981
2013,"구로구","토지이용상황","단독",10949,1446358.5,2859691729000,1977167
2013,"은평구","토지이용상황","단독",16461,2436673.7,4622330973000,1896984
2013,"강서구","토지이용상황","단독",10125,1652875.3,3068314644000,1856350
2013,"중랑구","토지이용상황","단독",18582,2327496.8,4091412994500,1757860
2013,"금천구","토지이용상황","단독",8037,1184875.2,2056167831000,1735345
2013,"노원구","토지이용상황","단독",5330,809275.8,1347766875000,1665399
2013,"강북구","토지이용상황","단독",18041,2189724.9,3444407944000,1572987
2013,"도봉구","토지이용상황","단독",7591,1062040.4,1565353033500,1473911
2013,"송파구","토지이용상황","답",16,26821,15859463000,591308
2013,"서초구","토지이용상황","답",3,193,88394000,458000
2013,"강남구","토지이용상황","답",5,4335,1825360000,421075
2013,"강동구","토지이용상황","답",60,88747,36497478000,411253
2013,"구로구","토지이용상황","답",83,118461,43935010000,370882
2013,"노원구","토지이용상황","답",25,30988,10328384000,333303
2013,"도봉구","토지이용상황","답",6,8741,1520504500,173951
2013,"강서구","토지이용상황","답",882,2179699,331315344000,152001
2013,"은평구","토지이용상황","답",11,15272,2269067000,148577
2013,"도봉구","토지이용상황","답기타",1,137,150700000,1100000
2013,"마포구","토지이용상황","답기타",54,460852,497354416000,1079206
2013,"강남구","토지이용상황","답기타",12,12031,12525311000,1041086
2013,"서초구","토지이용상황","답기타",54,35165,20208568000,574678
2013,"강동구","토지이용상황","답기타",13,6682,2340841000,350320
2013,"강서구","토지이용상황","답기타",284,459888.4,118226230200,257076
2013,"은평구","토지이용상황","답기타",25,48335,5239041000,108390
2013,"노원구","토지이용상황","답기타",8,10027,1006069500,100336
2013,"중구","토지이용상황","도로등",8567,2243319.7,8167173838800,3640664
2013,"종로구","토지이용상황","도로등",10190,2371144.8,6357219657460,2681076
2013,"용산구","토지이용상황","도로등",7591,1518412.1,3274938173000,2156818
2013,"서초구","토지이용상황","도로등",4063,5590289.8,9253438410690,1655270
2013,"영등포구","토지이용상황","도로등",8841,4494371.9,5741438050000,1277473
2013,"강남구","토지이용상황","도로등",4000,4692987.2,5783673568300,1232408
2013,"마포구","토지이용상황","도로등",9081,3680884.5,4510573211400,1225405
2013,"양천구","토지이용상황","도로등",3735,3706059.9,4259433413110,1149316
2013,"광진구","토지이용상황","도로등",3428,2933194.4,3346622389200,1140948
2013,"송파구","토지이용상황","도로등",4606,6499509.3,7344295299300,1129977
2013,"성동구","토지이용상황","도로등",5920,2743573.5,2934264601700,1069505
2013,"동작구","토지이용상황","도로등",8392,2887981,3086018401260,1068573
2013,"동대문구","토지이용상황","도로등",7750,3380662.9,3494751914900,1033748
2013,"관악구","토지이용상황","도로등",8543,3247111.7,3325805922800,1024235
2013,"서대문구","토지이용상황","도로등",5487,1843577.7,1871695719800,1015252
2013,"성북구","토지이용상황","도로등",13004,3552274.3,3380691759500,951698
2013,"강동구","토지이용상황","도로등",5519,4853203.4,4548897745700,937298
2013,"은평구","토지이용상황","도로등",9205,3013064.9,2781824888530,923254
2013,"구로구","토지이용상황","도로등",8523,4320668.2,3853848030760,891956
2013,"금천구","토지이용상황","도로등",3222,2305286.1,1815853341630,787691
2013,"강북구","토지이용상황","도로등",8597,2257082.4,1721204207470,762579
2013,"강서구","토지이용상황","도로등",8551,5214895,3909466506900,749673
2013,"중랑구","토지이용상황","도로등",7222,3500217.9,2494730920240,712736
2013,"도봉구","토지이용상황","도로등",4753,2364020.2,1645623521920,696112
2013,"노원구","토지이용상황","도로등",4737,3566721.8,2200924807350,617072
2013,"강남구","토지이용상황","상업기타",1421,759605.8,7562926644000,9956383
2013,"송파구","토지이용상황","상업기타",882,640323.8,6010553920000,9386741
2013,"용산구","토지이용상황","상업기타",1318,456571.5,3612543367000,7912328
2013,"중구","토지이용상황","상업기타",1562,887293.3,6688761167000,7538388
2013,"종로구","토지이용상황","상업기타",1564,488274.5,3482895330000,7133068
2013,"서초구","토지이용상황","상업기타",1465,1474561.8,10400617532000,7053362
2013,"마포구","토지이용상황","상업기타",859,339476.4,2329824195000,6862993
2013,"양천구","토지이용상황","상업기타",413,455559.8,2966752805000,6512324
2013,"강동구","토지이용상황","상업기타",239,186956.5,1050736547000,5620219
2013,"성동구","토지이용상황","상업기타",733,271115,1453416075000,5360884
2013,"동작구","토지이용상황","상업기타",429,339040.2,1780752272000,5252334
2013,"광진구","토지이용상황","상업기타",455,416260.8,2158625431000,5185752
2013,"관악구","토지이용상황","상업기타",542,171867.9,887380599000,5163155
2013,"서대문구","토지이용상황","상업기타",564,124837.7,563367768000,4512802
2013,"영등포구","토지이용상황","상업기타",1350,1774759,7992850450000,4503626
2013,"성북구","토지이용상황","상업기타",530,197383.7,859553531000,4354734
2013,"동대문구","토지이용상황","상업기타",690,249291.1,1064378085000,4269619
2013,"은평구","토지이용상황","상업기타",885,464778.8,1842332556000,3963891
2013,"구로구","토지이용상황","상업기타",533,257657.4,1001774857000,3888011
2013,"중랑구","토지이용상황","상업기타",486,256920.3,979971796000,3814303
2013,"강서구","토지이용상황","상업기타",581,386150.7,1369186812500,3545732
2013,"도봉구","토지이용상황","상업기타",198,122028,423561315000,3471017
2013,"금천구","토지이용상황","상업기타",193,89481.9,290683237000,3248514
2013,"노원구","토지이용상황","상업기타",203,166223,435713367000,2621258
2013,"강북구","토지이용상황","상업기타",377,182262.6,429395710000,2355918
2013,"중구","토지이용상황","상업나지",832,105978,1130368377000,10666066
2013,"용산구","토지이용상황","상업나지",192,39160.3,392409865000,10020604
2013,"송파구","토지이용상황","상업나지",175,608726.6,5613642775000,9221944
2013,"성동구","토지이용상황","상업나지",79,94461.8,849258165000,8990493
2013,"강남구","토지이용상황","상업나지",330,216584.6,1703346693000,7864579
2013,"마포구","토지이용상황","상업나지",202,133721.6,1038009942000,7762470
2013,"종로구","토지이용상황","상업나지",520,108012.9,822809804000,7617699
2013,"서초구","토지이용상황","상업나지",314,157043.5,1102034568000,7017384
2013,"영등포구","토지이용상황","상업나지",292,172587.2,1123265357000,6508393
2013,"관악구","토지이용상황","상업나지",195,35851.3,216761617000,6046130
2013,"광진구","토지이용상황","상업나지",70,15671.1,90559500800,5778758
2013,"서대문구","토지이용상황","상업나지",125,17401.8,98325682000,5650317
2013,"양천구","토지이용상황","상업나지",54,37461.1,192787713000,5146344
2013,"동대문구","토지이용상황","상업나지",164,33968.1,171022466000,5034796
2013,"동작구","토지이용상황","상업나지",155,36262.4,175932524000,4851651
2013,"은평구","토지이용상황","상업나지",148,238901.4,1135455380000,4752820
2013,"강동구","토지이용상황","상업나지",103,93427.7,427019370000,4570586
2013,"강서구","토지이용상황","상업나지",412,586001,2451033727000,4182644
2013,"성북구","토지이용상황","상업나지",96,14258.9,56090045000,3933687
2013,"구로구","토지이용상황","상업나지",182,28860,103431110000,3583892
2013,"금천구","토지이용상황","상업나지",46,10456.2,36118565000,3454273
2013,"도봉구","토지이용상황","상업나지",41,13860.6,43541040000,3141353
2013,"중랑구","토지이용상황","상업나지",85,28967,84915184000,2931446
2013,"강북구","토지이용상황","상업나지",141,39655.7,102316371000,2580118
2013,"노원구","토지이용상황","상업나지",119,19055.3,46253730000,2427342
2013,"중구","토지이용상황","상업용",12815,1555414.9,17579493551000,11302125
2013,"강남구","토지이용상황","상업용",7312,3397159.5,37414246451500,11013391
2013,"종로구","토지이용상황","상업용",8697,1199309,11734713706000,9784562
2013,"송파구","토지이용상황","상업용",2989,2179088.3,20985376742000,9630347
2013,"서초구","토지이용상황","상업용",3358,1691380.4,15262067583000,9023439
2013,"용산구","토지이용상황","상업용",4494,876375.4,6961209918000,7943183
2013,"강동구","토지이용상황","상업용",2055,971709.7,6826978935000,7025739
2013,"서대문구","토지이용상황","상업용",3481,652600.4,4511256013000,6912739
2013,"마포구","토지이용상황","상업용",2925,733863,4952131346000,6748032
2013,"동작구","토지이용상황","상업용",2438,623839.1,3763294258000,6032476
2013,"관악구","토지이용상황","상업용",2994,843526.9,4925630035000,5839328
2013,"광진구","토지이용상황","상업용",2700,993533.6,5374529727500,5409510
2013,"동대문구","토지이용상황","상업용",5319,1381551.4,7017906653000,5079729
2013,"영등포구","토지이용상황","상업용",5167,1267252.3,6239794974500,4923877
2013,"성북구","토지이용상황","상업용",2979,670481.1,3290168720000,4907176
2013,"은평구","토지이용상황","상업용",3241,814854.2,3883339488000,4765686
2013,"양천구","토지이용상황","상업용",1745,864064.2,3928259458000,4546259
2013,"성동구","토지이용상황","상업용",2374,730599.3,3259408491000,4461281
2013,"구로구","토지이용상황","상업용",2945,1082865,4692116904000,4333058
2013,"강북구","토지이용상황","상업용",2572,837996.3,3453668084000,4121340
2013,"중랑구","토지이용상황","상업용",2771,931115.3,3691130342000,3964203
2013,"강서구","토지이용상황","상업용",3428,1724420.9,6657892295000,3860944
2013,"도봉구","토지이용상황","상업용",1079,566017.6,2169020272000,3832072
2013,"금천구","토지이용상황","상업용",1785,874170.7,3318454421000,3796117
2013,"노원구","토지이용상황","상업용",1947,1142392.6,3986459138000,3489570
2013,"강남구","토지이용상황","아파트",882,6137897.4,53334577870000,8689389
2013,"서초구","토지이용상황","아파트",1481,4670241.2,32760282559000,7014687
2013,"송파구","토지이용상황","아파트",399,5429129.6,36763795674000,6771582
2013,"용산구","토지이용상황","아파트",435,1443701.1,9010775152000,6241441
2013,"강동구","토지이용상황","아파트",480,3921701.7,19506594119000,4974013
2013,"영등포구","토지이용상황","아파트",112,1002333.6,4534923837000,4524366
2013,"광진구","토지이용상황","아파트",267,1075349.6,4703153188000,4373604
2013,"중구","토지이용상황","아파트",1018,579669.5,2349002041000,4052313
2013,"양천구","토지이용상황","아파트",670,3924947.1,15365855989000,3914921
2013,"성동구","토지이용상황","아파트",3104,2175820,7991308823000,3672780
2013,"동작구","토지이용상황","아파트",1420,2299271,8398922390000,3652863
2013,"마포구","토지이용상황","아파트",413,1967266.8,7098408792000,3608259
2013,"종로구","토지이용상황","아파트",140,346614.9,1238408195000,3572865
2013,"관악구","토지이용상황","아파트",438,1643152.2,5022547280000,3056654
2013,"강서구","토지이용상황","아파트",857,3453892.1,10551867268000,3055066
2013,"서대문구","토지이용상황","아파트",2641,1540764.3,4527252506000,2938316
2013,"동대문구","토지이용상황","아파트",457,1727026.9,5056844393000,2928063
2013,"성북구","토지이용상황","아파트",929,2565585.6,7383836763000,2878032
2013,"은평구","토지이용상황","아파트",2295,2527931.8,7149503882000,2828203
2013,"구로구","토지이용상황","아파트",752,2439793.2,6664313004000,2731507
2013,"강북구","토지이용상황","아파트",866,1190498.7,3105375885000,2608466
2013,"노원구","토지이용상황","아파트",497,5836909.1,14193712550000,2431717
2013,"도봉구","토지이용상황","아파트",331,2376892.8,5541930273000,2331586
2013,"금천구","토지이용상황","아파트",228,965957.2,2202463067000,2280083
2013,"중랑구","토지이용상황","아파트",266,1471389.7,3348750477000,2275910
2013,"중구","토지이용상황","업무용",1348,994941.3,16092065934000,16173885
2013,"강남구","토지이용상황","업무용",1954,1748576.1,27150640281000,15527285
2013,"종로구","토지이용상황","업무용",1406,758839,11156628274000,14702234
2013,"송파구","토지이용상황","업무용",349,349270.9,4026742721000,11528996
2013,"용산구","토지이용상황","업무용",611,314259.3,2870969578000,9135671
2013,"서초구","토지이용상황","업무용",1873,1770958.8,15093093110000,8522555
2013,"마포구","토지이용상황","업무용",780,572100.4,4844295104000,8467561
2013,"서대문구","토지이용상황","업무용",194,165473.8,1309423966000,7913180
2013,"강동구","토지이용상황","업무용",112,121506.7,927195354000,7630817
2013,"영등포구","토지이용상황","업무용",711,1148651.5,7971628695000,6939989
2013,"양천구","토지이용상황","업무용",176,187428.6,1157329029000,6174773
2013,"관악구","토지이용상황","업무용",318,132572.7,809880779000,6108956
2013,"동작구","토지이용상황","업무용",116,146358.4,877932590000,5998512
2013,"강북구","토지이용상황","업무용",65,55912.1,315491507000,5642634
2013,"광진구","토지이용상황","업무용",216,213905.5,1100456883500,5144594
2013,"동대문구","토지이용상황","업무용",305,176402,903064832000,5119357
2013,"은평구","토지이용상황","업무용",112,78119,393122754000,5032358
2013,"성북구","토지이용상황","업무용",132,72067,339576128000,4711950
2013,"금천구","토지이용상황","업무용",83,52145.8,239683660000,4596414
2013,"성동구","토지이용상황","업무용",172,172124.3,784855695000,4559819
2013,"구로구","토지이용상황","업무용",296,247832.6,1061813223000,4284397
2013,"강서구","토지이용상황","업무용",373,398443.1,1534858874000,3852141
2013,"중랑구","토지이용상황","업무용",62,60209.3,230402717000,3826696
2013,"도봉구","토지이용상황","업무용",50,55042.2,198522167000,3606727
2013,"노원구","토지이용상황","업무용",170,441062,997402115000,2261365
2013,"서초구","토지이용상황","여객자동차터미널",3,164278.6,1965488130000,11964359
2013,"광진구","토지이용상황","여객자동차터미널",1,35977,189958560000,5280000
2013,"중랑구","토지이용상황","여객자동차터미널",12,27995.4,111141738000,3970000
2013,"강남구","토지이용상황","연립",676,433715.3,2106891132000,4857775
2013,"서초구","토지이용상황","연립",760,486520.3,2166681989000,4453426
2013,"용산구","토지이용상황","연립",588,247184,983134116000,3977337
2013,"송파구","토지이용상황","연립",456,210567.3,697359503000,3311813
2013,"성동구","토지이용상황","연립",193,136957.3,435202912000,3177654
2013,"강동구","토지이용상황","연립",228,261821.2,793945923000,3032397
2013,"마포구","토지이용상황","연립",590,227569.3,605969012000,2662789
2013,"광진구","토지이용상황","연립",340,251740.9,667254282000,2650560
2013,"중구","토지이용상황","연립",186,60162.2,145010271000,2410322
2013,"동대문구","토지이용상황","연립",421,261806,622317775000,2377019
2013,"동작구","토지이용상황","연립",363,177677.9,421872483000,2374367
2013,"관악구","토지이용상황","연립",539,287977.5,665723361000,2311720
2013,"구로구","토지이용상황","연립",526,509150.6,1124319297000,2208225
2013,"영등포구","토지이용상황","연립",74,51264.4,112602551000,2196506
2013,"성북구","토지이용상황","연립",537,353425,754321129000,2134317
2013,"서대문구","토지이용상황","연립",417,258035.9,550470604000,2133310
2013,"종로구","토지이용상황","연립",801,572489.4,1172306119000,2047734
2013,"강서구","토지이용상황","연립",340,273150.2,549723060000,2012530
2013,"은평구","토지이용상황","연립",622,312400.9,618603024000,1980158
2013,"양천구","토지이용상황","연립",403,227480.9,447418684000,1966841
2013,"금천구","토지이용상황","연립",205,209684.8,403342385000,1923565
2013,"노원구","토지이용상황","연립",281,199195.1,378910413000,1902207
2013,"중랑구","토지이용상황","연립",441,253335.3,473825515000,1870349
2013,"도봉구","토지이용상황","연립",177,210382,354803782000,1686474
2013,"강북구","토지이용상황","연립",375,249770.9,390730126000,1564354
2013,"중구","토지이용상황","운동장등",48,92338.7,838194631000,9077393
2013,"서대문구","토지이용상황","운동장등",21,5223.1,32968374000,6312032
2013,"송파구","토지이용상황","운동장등",7,422956.3,1725486678000,4079586
2013,"용산구","토지이용상황","운동장등",26,7454.5,27656195000,3710000
2013,"종로구","토지이용상황","운동장등",6,483.3,1428009000,2954705
2013,"은평구","토지이용상황","운동장등",21,5980.1,17102287000,2859866
2013,"강서구","토지이용상황","운동장등",1,12979,36341200000,2800000
2013,"성북구","토지이용상황","운동장등",12,1274,3075880000,2414349
2013,"구로구","토지이용상황","운동장등",74,117097.6,278523840000,2378561
2013,"성동구","토지이용상황","운동장등",63,12792.3,27184587000,2125074
2013,"동대문구","토지이용상황","운동장등",2,15698.4,31239816000,1990000
2013,"서초구","토지이용상황","운동장등",7,43653.5,72160375000,1653026
2013,"금천구","토지이용상황","운동장등",2,18959,30824520000,1625852
2013,"영등포구","토지이용상황","운동장등",3,17222,25666200000,1490315
2013,"광진구","토지이용상황","운동장등",60,81205,119350200000,1469740
2013,"양천구","토지이용상황","운동장등",6,185593.2,215192056800,1159482
2013,"도봉구","토지이용상황","운동장등",10,74996.4,84259629200,1123516
2013,"마포구","토지이용상황","운동장등",372,278591.3,293869865000,1054842
2013,"강북구","토지이용상황","운동장등",27,40955,21345415000,521192
2013,"중랑구","토지이용상황","운동장등",28,19251.3,9807045080,509422
2013,"강남구","토지이용상황","운동장등",1,87880.9,31637124000,360000
2013,"강동구","토지이용상황","운동장등",64,154192.8,38719977400,251114
2013,"노원구","토지이용상황","운동장등",5,95077.9,17043707000,179260
2013,"관악구","토지이용상황","운동장등",2,23754,2260843800,95177
2013,"중구","토지이용상황","위험시설",1,66,7.26e+08,11000000
2013,"동작구","토지이용상황","위험시설",1,4479,25664670000,5730000
2013,"마포구","토지이용상황","위험시설",12,8618.1,32756320000,3800875
2013,"서초구","토지이용상황","위험시설",9,18793.9,65668333000,3494130
2013,"노원구","토지이용상황","위험시설",15,13797,45469112000,3295580
2013,"용산구","토지이용상황","위험시설",6,13931.9,44284345000,3178629
2013,"송파구","토지이용상황","위험시설",1,9900.9,25148286000,2540000
2013,"영등포구","토지이용상황","위험시설",1,10328,26026560000,2520000
2013,"강서구","토지이용상황","위험시설",3,15342.9,36144836000,2355802
2013,"양천구","토지이용상황","위험시설",3,7090.9,16426438000,2316552
2013,"동대문구","토지이용상황","위험시설",4,5797,13316090000,2297066
2013,"성북구","토지이용상황","위험시설",1,3296,6756800000,2050000
2013,"구로구","토지이용상황","위험시설",19,42137,77634300000,1842426
2013,"은평구","토지이용상황","위험시설",13,56504,102035880000,1805817
2013,"강북구","토지이용상황","위험시설",2,2565,4.617e+09,1800000
2013,"강남구","토지이용상황","위험시설",3,32142.1,56356426800,1753352
2013,"도봉구","토지이용상황","위험시설",2,12426.3,21554807000,1734612
2013,"강동구","토지이용상황","위험시설",1,3321,5745330000,1730000
2013,"관악구","토지이용상황","위험시설",6,16179,25077450000,1550000
2013,"금천구","토지이용상황","위험시설",5,16738,23046490000,1376896
2013,"광진구","토지이용상황","위험시설",5,28322.2,38472418000,1358384
2013,"서대문구","토지이용상황","위험시설",3,4391,5488750000,1250000
2013,"용산구","토지이용상황","유해.혐오시설",35,4406.9,10127048000,2297998
2013,"영등포구","토지이용상황","유해.혐오시설",1,1005,1497450000,1490000
2013,"송파구","토지이용상황","유해.혐오시설",3,37102.9,47060099000,1268367
2013,"동작구","토지이용상황","유해.혐오시설",13,12888,14230052000,1104132
2013,"관악구","토지이용상황","유해.혐오시설",1,2283.2,2465856000,1080000
2013,"광진구","토지이용상황","유해.혐오시설",9,1687.8,1681048800,996000
2013,"양천구","토지이용상황","유해.혐오시설",2,71958.4,64972481600,902917
2013,"성동구","토지이용상황","유해.혐오시설",112,1114972.2,881706872000,790788
2013,"구로구","토지이용상황","유해.혐오시설",76,130023,86481011000,665121
2013,"성북구","토지이용상황","유해.혐오시설",1,1350,885600000,656000
2013,"금천구","토지이용상황","유해.혐오시설",32,43614.3,27400213900,628239
2013,"은평구","토지이용상황","유해.혐오시설",6,28678,16576142940,578009
2013,"강남구","토지이용상황","유해.혐오시설",63,475692.8,273467344000,574882
2013,"중랑구","토지이용상황","유해.혐오시설",1,4950,1989900000,402000
2013,"강동구","토지이용상황","유해.혐오시설",29,45096.2,16655641000,369336
2013,"서초구","토지이용상황","유해.혐오시설",5,15006.9,4616207000,307606
2013,"도봉구","토지이용상황","유해.혐오시설",12,17392,5165424000,297000
2013,"강서구","토지이용상황","유해.혐오시설",256,971424.4,244618713000,251814
2013,"성동구","토지이용상황","임야기타",1,371.3,356448000,960000
2013,"송파구","토지이용상황","임야기타",60,872593,645853954000,740155
2013,"마포구","토지이용상황","임야기타",4,19778,12924753000,653491
2013,"성북구","토지이용상황","임야기타",15,40543,18500512200,456318
2013,"용산구","토지이용상황","임야기타",20,39453,13807502000,349973
2013,"강북구","토지이용상황","임야기타",16,39010.9,10095444200,258785
2013,"강남구","토지이용상황","임야기타",16,79098,17731673000,224173
2013,"동작구","토지이용상황","임야기타",26,60097.3,11873474000,197571
2013,"종로구","토지이용상황","임야기타",30,52694.6,9593199600,182053
2013,"중랑구","토지이용상황","임야기타",41,102242.5,16050095900,156981
2013,"양천구","토지이용상황","임야기타",13,64112.2,10027315400,156403
2013,"광진구","토지이용상황","임야기타",20,17650.4,2590814040,146785
2013,"강동구","토지이용상황","임야기타",21,98755,13294300400,134619
2013,"강서구","토지이용상황","임야기타",33,91752,8867660000,96648
2013,"금천구","토지이용상황","임야기타",3,13605,1158090900,85122
2013,"구로구","토지이용상황","임야기타",23,40011.8,3304356240,82585
2013,"서대문구","토지이용상황","임야기타",42,25167.4,1820856900,72350
2013,"서초구","토지이용상황","임야기타",39,386143,26765319500,69315
2013,"도봉구","토지이용상황","임야기타",45,307058,12724682900,41441
2013,"관악구","토지이용상황","임야기타",94,902568,32023218100,35480
2013,"노원구","토지이용상황","임야기타",28,194458.5,6460494900,33223
2013,"은평구","토지이용상황","임야기타",33,204539,5012259100,24505
2013,"송파구","토지이용상황","자연림",74,266488,135324554000,507807
2013,"성동구","토지이용상황","자연림",60,165590.8,73781258200,445564
2013,"마포구","토지이용상황","자연림",80,355073,127827434600,360003
2013,"중구","토지이용상황","자연림",59,968223.5,259613058400,268133
2013,"용산구","토지이용상황","자연림",102,1083641.6,285923520000,263854
2013,"동대문구","토지이용상황","자연림",118,818379.5,157046883600,191900
2013,"동작구","토지이용상황","자연림",623,2316493.4,371505929500,160374
2013,"강동구","토지이용상황","자연림",545,2770431.1,338602992500,122220
2013,"강남구","토지이용상황","자연림",643,5811745.9,710023225300,122170
2013,"강서구","토지이용상황","자연림",618,2626451.3,243201303380,92597
2013,"양천구","토지이용상황","자연림",266,2019661.1,184960646590,91580
2013,"구로구","토지이용상황","자연림",502,3290169.7,292577721780,88925
2013,"서초구","토지이용상황","자연림",1444,16973546.3,1112509871100,65544
2013,"성북구","토지이용상황","자연림",492,6799072.9,429698770000,63200
2013,"관악구","토지이용상황","자연림",709,11365966.9,712319922500,62671
2013,"중랑구","토지이용상황","자연림",289,3967531.6,224652995380,56623
2013,"금천구","토지이용상황","자연림",224,2639095,147309472400,55818
