"year","gu_nm","prps_nm","area"
2013,"서대문구","자연녹지지역",1895556
2013,"마포구","제1종일반주거지역",917182
2013,"마포구","제2종일반주거지역",7362643
2013,"마포구","제3종일반주거지역",3165993
2013,"마포구","준주거지역",678698
2013,"마포구","중심상업지역",37262
2013,"마포구","일반상업지역",395857
2013,"마포구","근린상업지역",78500
2013,"마포구","유통상업지역",54000
2013,"마포구","자연녹지지역",11179865
2013,"양천구","제1종일반주거지역",1222778
2013,"양천구","제2종일반주거지역",5819987
2013,"양천구","제3종일반주거지역",5275523
2013,"양천구","준주거지역",385328
2013,"양천구","일반상업지역",560000
2013,"양천구","근린상업지역",63188
2013,"양천구","준공업지역",73561
2013,"양천구","자연녹지지역",4009636
2013,"강서구","제1종전용주거지역",166544
2013,"강서구","제1종일반주거지역",2216686
2013,"강서구","제2종일반주거지역",5637552
2013,"강서구","제3종일반주거지역",4899911
2013,"강서구","준주거지역",895042
2013,"강서구","일반상업지역",1009599
2013,"강서구","근린상업지역",80367
2013,"강서구","유통상업지역",248217
2013,"강서구","준공업지역",2880805
2013,"강서구","생산녹지지역",213483
2013,"강서구","자연녹지지역",23151794
2013,"구로구","제1종일반주거지역",1096005
2013,"구로구","제2종일반주거지역",4154089
2013,"구로구","제3종일반주거지역",2179588
2013,"구로구","준주거지역",355470
2013,"구로구","일반상업지역",523690
2013,"구로구","준공업지역",6455245
2013,"구로구","자연녹지지역",5355913
2013,"금천구","제1종일반주거지역",1524430
2013,"금천구","제2종일반주거지역",3351674
2013,"금천구","제3종일반주거지역",954681
2013,"금천구","준주거지역",266420
2013,"금천구","일반상업지역",130000
2013,"금천구","근린상업지역",46338
2013,"금천구","준공업지역",4276457
2013,"금천구","자연녹지지역",2820000
2013,"영등포구","제1종일반주거지역",372789
2013,"영등포구","제2종일반주거지역",3998619
2013,"영등포구","제3종일반주거지역",1448323
2013,"영등포구","준주거지역",423954
2013,"영등포구","일반상업지역",2399146
2013,"영등포구","근린상업지역",48550
2013,"영등포구","준공업지역",9099955
2013,"영등포구","자연녹지지역",6768664
2013,"동작구","제1종일반주거지역",4577820
2013,"동작구","제2종일반주거지역",6510915
2013,"동작구","제3종일반주거지역",4139017
2013,"동작구","준주거지역",158511
2013,"동작구","일반상업지역",191785
2013,"동작구","근린상업지역",32347
2013,"동작구","유통상업지역",39391
2013,"동작구","자연녹지지역",700215
2013,"관악구","제1종일반주거지역",3934518
2013,"관악구","제2종일반주거지역",4572814
2013,"관악구","제3종일반주거지역",2308817
2013,"관악구","준주거지역",739956
2013,"관악구","일반상업지역",350000
2013,"관악구","자연녹지지역",17663896
2013,"서초구","제1종전용주거지역",709909
2013,"서초구","제2종전용주거지역",92287
2013,"서초구","제1종일반주거지역",3401516
2013,"서초구","제2종일반주거지역",6472241
2013,"서초구","제3종일반주거지역",7672074
2013,"서초구","준주거지역",338225
2013,"서초구","일반상업지역",1340154
2013,"서초구","자연녹지지역",27111595
2013,"강남구","제1종전용주거지역",738241
2013,"강남구","제1종일반주거지역",3331382
2013,"강남구","제2종일반주거지역",7656147
2013,"강남구","제3종일반주거지역",10033533
2013,"강남구","준주거지역",259249
2013,"강남구","일반상업지역",2320955
2013,"강남구","생산녹지지역",89690
2013,"강남구","자연녹지지역",15120804
2013,"송파구","제1종전용주거지역",64138
2013,"송파구","제1종일반주거지역",1852444
2013,"송파구","제2종일반주거지역",7995931
2013,"송파구","제3종일반주거지역",11308311
2013,"송파구","준주거지역",385834
2013,"송파구","일반상업지역",1026865
2013,"송파구","유통상업지역",1101957
2013,"송파구","생산녹지지역",297439
2013,"송파구","자연녹지지역",9857082
2013,"강동구","제1종전용주거지역",46773
2013,"강동구","제1종일반주거지역",921799
2013,"강동구","제2종일반주거지역",8221455
2013,"강동구","제3종일반주거지역",4307591
2013,"강동구","준주거지역",554275
2013,"강동구","일반상업지역",518407
2013,"강동구","근린상업지역",86246
2013,"강동구","자연녹지지역",9923454
2014,"종로구","제1종전용주거지역",1641601
2014,"종로구","제1종일반주거지역",4154502
2014,"종로구","제2종일반주거지역",2341984
2014,"종로구","제3종일반주거지역",708983
2014,"종로구","준주거지역",137120
2014,"종로구","일반상업지역",3730000
2014,"종로구","자연녹지지역",11195810
2014,"중구","제1종일반주거지역",2745061
2014,"중구","제2종일반주거지역",2081425
2014,"중구","제3종일반주거지역",1210458
2014,"중구","준주거지역",291459
2014,"중구","중심상업지역",322816
2014,"중구","일반상업지역",3293646
2014,"중구","자연녹지지역",25135
2014,"용산구","제1종전용주거지역",268700
2014,"용산구","제1종일반주거지역",4105554
2014,"용산구","제2종일반주거지역",3961364
2014,"용산구","제3종일반주거지역",2595628
2014,"용산구","준주거지역",496866
2014,"용산구","일반상업지역",1490319
2014,"용산구","보전녹지지역",72300
2014,"용산구","자연녹지지역",8879269
2014,"성동구","제1종일반주거지역",1572871
2014,"성동구","제2종일반주거지역",4059983
2014,"성동구","제3종일반주거지역",2707373
2014,"성동구","준주거지역",502943
2014,"성동구","일반상업지역",208841
2014,"성동구","유통상업지역",74900
2014,"성동구","준공업지역",3220000
2014,"성동구","생산녹지지역",56248
2014,"성동구","자연녹지지역",4436841
2014,"광진구","제1종전용주거지역",336805
2014,"광진구","제1종일반주거지역",2270865
2014,"광진구","제2종일반주거지역",5327974
2014,"광진구","제3종일반주거지역",2489731
2014,"광진구","준주거지역",948122
2014,"광진구","일반상업지역",196503
2014,"광진구","자연녹지지역",5480000
2014,"동대문구","제1종일반주거지역",2656072
2014,"동대문구","제2종일반주거지역",6126233
2014,"동대문구","제3종일반주거지역",3964196
2014,"동대문구","준주거지역",385208
2014,"동대문구","일반상업지역",870279
2014,"동대문구","근린상업지역",58653
2014,"동대문구","유통상업지역",39359
2014,"동대문구","자연녹지지역",120000
2014,"중랑구","제1종일반주거지역",1127346
2014,"중랑구","제2종일반주거지역",5851158
2014,"중랑구","제3종일반주거지역",3424162
2014,"중랑구","준주거지역",570660
2014,"중랑구","일반상업지역",114400
2014,"중랑구","근린상업지역",142789
2014,"중랑구","자연녹지지역",7299485
2014,"성북구","제1종전용주거지역",1074890
2014,"성북구","제1종일반주거지역",4749081
2014,"성북구","제2종일반주거지역",6666673
2014,"성북구","제3종일반주거지역",4042069
2014,"성북구","준주거지역",551826
2014,"성북구","일반상업지역",838383
2014,"성북구","근린상업지역",62770
2014,"성북구","자연녹지지역",6564308
2014,"강북구","제1종일반주거지역",2334997
2014,"강북구","제2종일반주거지역",4169185
2014,"강북구","제3종일반주거지역",2075618
2014,"강북구","준주거지역",488050
2014,"강북구","일반상업지역",322150
2014,"강북구","자연녹지지역",14190000
2014,"도봉구","제1종일반주거지역",2397819
2014,"도봉구","제2종일반주거지역",4416781
2014,"도봉구","제3종일반주거지역",3233961
2014,"도봉구","준주거지역",317902
2014,"도봉구","일반상업지역",300000
2014,"도봉구","근린상업지역",27000
2014,"도봉구","준공업지역",1518773
2014,"도봉구","자연녹지지역",8637764
2014,"노원구","제1종전용주거지역",13390
2014,"노원구","제2종전용주거지역",79101
2014,"노원구","제1종일반주거지역",1205809
2014,"노원구","제2종일반주거지역",4363316
2014,"노원구","제3종일반주거지역",6641433
2014,"노원구","준주거지역",393398
2014,"노원구","일반상업지역",568760
2014,"노원구","자연녹지지역",22194793
2014,"은평구","제1종전용주거지역",123686
2014,"은평구","제2종전용주거지역",808433
2014,"은평구","제1종일반주거지역",3188948
2014,"은평구","제2종일반주거지역",7117939
2014,"은평구","제3종일반주거지역",2352998
2014,"은평구","준주거지역",1225324
2014,"은평구","일반상업지역",286948
2014,"은평구","근린상업지역",99700
2014,"은평구","자연녹지지역",14516024
2014,"서대문구","제1종전용주거지역",299104
2014,"서대문구","제1종일반주거지역",6583885
2014,"서대문구","제2종일반주거지역",5374169
2014,"서대문구","제3종일반주거지역",2920393
2014,"서대문구","준주거지역",321243
2014,"서대문구","일반상업지역",200050
2014,"서대문구","근린상업지역",5600
2014,"서대문구","자연녹지지역",1895556
2014,"마포구","제1종일반주거지역",916281
2014,"마포구","제2종일반주거지역",7352341
2014,"마포구","제3종일반주거지역",3165074
2014,"마포구","준주거지역",691660
2014,"마포구","중심상업지역",37262
2014,"마포구","일반상업지역",395858
2014,"마포구","근린상업지역",77658
2014,"마포구","유통상업지역",54000
2014,"마포구","자연녹지지역",11179866
2014,"양천구","제1종일반주거지역",1223217
2014,"양천구","제2종일반주거지역",5847709
2014,"양천구","제3종일반주거지역",5275523
2014,"양천구","준주거지역",385328
2014,"양천구","일반상업지역",560000
2014,"양천구","근린상업지역",63188
2014,"양천구","준공업지역",73561
2014,"양천구","자연녹지지역",3981474
2014,"강서구","제1종전용주거지역",166544
2014,"강서구","제1종일반주거지역",2216686
2014,"강서구","제2종일반주거지역",5637552
2014,"강서구","제3종일반주거지역",4899911
2014,"강서구","준주거지역",895042
2014,"강서구","일반상업지역",1009599
2014,"강서구","근린상업지역",80367
2014,"강서구","유통상업지역",248217
2014,"강서구","준공업지역",2880805
2014,"강서구","생산녹지지역",213483
2014,"강서구","자연녹지지역",23151794
2014,"구로구","제1종일반주거지역",1071190
2014,"구로구","제2종일반주거지역",4264512
2014,"구로구","제3종일반주거지역",1749624
2014,"구로구","준주거지역",152149
2014,"구로구","일반상업지역",473561
2014,"구로구","준공업지역",6520740
2014,"구로구","자연녹지지역",5888224
2014,"금천구","제1종일반주거지역",1522876
2014,"금천구","제2종일반주거지역",3354958
2014,"금천구","제3종일반주거지역",952951
2014,"금천구","준주거지역",266420
2014,"금천구","일반상업지역",130000
2014,"금천구","근린상업지역",46338
2014,"금천구","준공업지역",4276457
2014,"금천구","자연녹지지역",2820000
2014,"영등포구","제1종일반주거지역",384704
2014,"영등포구","제2종일반주거지역",3991449
2014,"영등포구","제3종일반주거지역",1445037
2014,"영등포구","준주거지역",422495
2014,"영등포구","일반상업지역",2399146
2014,"영등포구","근린상업지역",48550
2014,"영등포구","준공업지역",9099955
2014,"영등포구","자연녹지지역",6768664
2014,"동작구","제1종일반주거지역",4577607
2014,"동작구","제2종일반주거지역",6505728
2014,"동작구","제3종일반주거지역",4144416
2014,"동작구","준주거지역",158511
2014,"동작구","일반상업지역",191785
2014,"동작구","근린상업지역",32347
2014,"동작구","유통상업지역",39391
2014,"동작구","자연녹지지역",700215
2014,"관악구","제1종일반주거지역",3934518
2014,"관악구","제2종일반주거지역",4519898
2014,"관악구","제3종일반주거지역",2361732
2014,"관악구","준주거지역",739956
2014,"관악구","일반상업지역",350000
2014,"관악구","자연녹지지역",17663896
2014,"서초구","제1종전용주거지역",709776
2014,"서초구","제2종전용주거지역",92287
2014,"서초구","제1종일반주거지역",3401537
2014,"서초구","제2종일반주거지역",6472485
2014,"서초구","제3종일반주거지역",7672159
2014,"서초구","준주거지역",338456
2014,"서초구","일반상업지역",1340154
2014,"서초구","자연녹지지역",27111146
2014,"강남구","제1종전용주거지역",739220
2014,"강남구","제1종일반주거지역",3331382
2014,"강남구","제2종일반주거지역",7660425
2014,"강남구","제3종일반주거지역",10033533
2014,"강남구","준주거지역",256965
2014,"강남구","일반상업지역",2320955
2014,"강남구","생산녹지지역",89690
2014,"강남구","자연녹지지역",15117830
2014,"송파구","제1종전용주거지역",63682
2014,"송파구","제1종일반주거지역",1852421
2014,"송파구","제2종일반주거지역",7960014
2014,"송파구","제3종일반주거지역",11293117
2014,"송파구","준주거지역",407809
2014,"송파구","일반상업지역",1067788
2014,"송파구","유통상업지역",1101957
2014,"송파구","생산녹지지역",297439
2014,"송파구","자연녹지지역",9845773
2014,"강동구","제1종전용주거지역",46773
2014,"강동구","제1종일반주거지역",940424
2014,"강동구","제2종일반주거지역",8190755
2014,"강동구","제3종일반주거지역",4307591
2014,"강동구","준주거지역",554276
2014,"강동구","일반상업지역",518329
2014,"강동구","근린상업지역",86246
2014,"강동구","자연녹지지역",9935606
2015,"종로구","제1종전용주거지역",1589410
2015,"종로구","제1종일반주거지역",4318554
2015,"종로구","제2종일반주거지역(7층이하)",2198533
2015,"종로구","제2종일반주거지역",761642
2015,"종로구","제3종일반주거지역",763319
2015,"종로구","준주거지역",199099
2015,"종로구","일반상업지역",2937285
2015,"종로구","자연녹지지역",11204665
2015,"중구","제1종일반주거지역",2767697
2015,"중구","제2종일반주거지역(7층이하)",1276251
2015,"중구","제2종일반주거지역",549303
2015,"중구","제3종일반주거지역",1171741
2015,"중구","준주거지역",272447
2015,"중구","중심상업지역",321414
2015,"중구","일반상업지역",3590304
2015,"중구","자연녹지지역",25135
2015,"용산구","제1종전용주거지역",224153
2015,"용산구","제1종일반주거지역",4153291
2015,"용산구","제2종일반주거지역(7층이하)",3241603
2015,"용산구","제2종일반주거지역",1131012
2015,"용산구","제3종일반주거지역",2829722
2015,"용산구","준주거지역",550888
2015,"용산구","일반상업지역",1237935
2015,"용산구","보전녹지지역",72603
2015,"용산구","자연녹지지역",8457559
2015,"성동구","제1종일반주거지역",2409729
2015,"성동구","제2종일반주거지역(7층이하)",3139036
2015,"성동구","제2종일반주거지역",1169673
2015,"성동구","제3종일반주거지역",2969945
2015,"성동구","준주거지역",259258
2015,"성동구","일반상업지역",397688
2015,"성동구","근린상업지역",3052
2015,"성동구","유통상업지역",72405
2015,"성동구","준공업지역",2051234
2015,"성동구","자연녹지지역",4332406
2015,"광진구","제1종전용주거지역",140987
2015,"광진구","제1종일반주거지역",2280317
2015,"광진구","제2종일반주거지역(7층이하)",2935947
2015,"광진구","제2종일반주거지역",2791379
2015,"광진구","제3종일반주거지역",2532699
2015,"광진구","준주거지역",925761
2015,"광진구","일반상업지역",193152
2015,"광진구","자연녹지지역",5274873
2015,"동대문구","제1종일반주거지역",2702669
2015,"동대문구","제2종일반주거지역(7층이하)",3557181
2015,"동대문구","제2종일반주거지역",2357920
2015,"동대문구","제3종일반주거지역",3864108
2015,"동대문구","준주거지역",552315
2015,"동대문구","일반상업지역",745441
2015,"동대문구","근린상업지역",62456
2015,"동대문구","유통상업지역",20262
2015,"동대문구","자연녹지지역",383081
2015,"중랑구","제1종일반주거지역",1043162
2015,"중랑구","제2종일반주거지역(7층이하)",4154125
2015,"중랑구","제2종일반주거지역",1593130
2015,"중랑구","제3종일반주거지역",3232342
2015,"중랑구","준주거지역",799132
2015,"중랑구","일반상업지역",255092
2015,"중랑구","근린상업지역",102350
2015,"중랑구","자연녹지지역",7352187
2015,"성북구","제1종전용주거지역",974866
2015,"성북구","제1종일반주거지역",5071896
2015,"성북구","제2종일반주거지역(7층이하)",4023128
2015,"성북구","제2종일반주거지역",2954040
2015,"성북구","제3종일반주거지역",4205069
2015,"성북구","준주거지역",562332
2015,"성북구","일반상업지역",332833
2015,"성북구","근린상업지역",64396
2015,"성북구","자연녹지지역",6432862
2015,"강북구","제1종일반주거지역",2925399
2015,"강북구","제2종일반주거지역(7층이하)",4241367
2015,"강북구","제2종일반주거지역",1036380
2015,"강북구","제3종일반주거지역",2346910
2015,"강북구","준주거지역",435219
2015,"강북구","일반상업지역",270342
2015,"강북구","자연녹지지역",12380402
2015,"도봉구","제1종일반주거지역",1835376
2015,"도봉구","제2종일반주거지역(7층이하)",2632301
2015,"도봉구","제2종일반주거지역",719162
2015,"도봉구","제3종일반주거지역",2543892
2015,"도봉구","준주거지역",353459
2015,"도봉구","일반상업지역",244894
2015,"도봉구","근린상업지역",19228
2015,"도봉구","준공업지역",1489295
2015,"도봉구","자연녹지지역",10841445
2015,"노원구","제1종전용주거지역",13361
2015,"노원구","제2종전용주거지역",79094
2015,"노원구","제1종일반주거지역",1351894
2015,"노원구","제2종일반주거지역(7층이하)",2611717
2015,"노원구","제2종일반주거지역",2054968
2015,"노원구","제3종일반주거지역",7502606
2015,"노원구","준주거지역",365142
2015,"노원구","일반상업지역",589023
2015,"노원구","자연녹지지역",21028137
2015,"은평구","제1종전용주거지역",123485
2015,"은평구","제2종전용주거지역",672902
2015,"은평구","제1종일반주거지역",3066117
2015,"은평구","제2종일반주거지역(7층이하)",4440522
2015,"은평구","제2종일반주거지역",3883039
2015,"은평구","제3종일반주거지역",2171563
2015,"은평구","준주거지역",996744
2015,"은평구","일반상업지역",424789
2015,"은평구","근린상업지역",99053
2015,"은평구","자연녹지지역",13910308
2015,"서대문구","제1종전용주거지역",354625
2015,"서대문구","제1종일반주거지역",6589067
2015,"서대문구","제2종일반주거지역(7층이하)",2394134
2015,"서대문구","제2종일반주거지역",2864108
2015,"서대문구","제3종일반주거지역",2887771
2015,"서대문구","준주거지역",349667
2015,"서대문구","일반상업지역",274391
2015,"서대문구","근린상업지역",9155
2015,"서대문구","자연녹지지역",1963055
2015,"마포구","제1종일반주거지역",1003364
2015,"마포구","제2종일반주거지역(7층이하)",4829158
2015,"마포구","제2종일반주거지역",3017823
2015,"마포구","제3종일반주거지역",3765339
2015,"마포구","준주거지역",783672
2015,"마포구","중심상업지역",37262
2015,"마포구","일반상업지역",753951
2015,"마포구","근린상업지역",84673
2015,"마포구","유통상업지역",56562
2015,"마포구","자연녹지지역",9558447
2015,"양천구","제1종일반주거지역",1312531
2015,"양천구","제2종일반주거지역(7층이하)",3633491
2015,"양천구","제2종일반주거지역",2308405
2015,"양천구","제3종일반주거지역",4947586
2015,"양천구","준주거지역",334623
2015,"양천구","일반상업지역",733026
2015,"양천구","근린상업지역",63804
2015,"양천구","준공업지역",92872
2015,"양천구","자연녹지지역",4043275
2015,"강서구","제1종전용주거지역",157968
2015,"강서구","제1종일반주거지역",2435477
2015,"강서구","제2종일반주거지역(7층이하)",4899107
2015,"강서구","제2종일반주거지역",1166680
2015,"강서구","제3종일반주거지역",5254481
2015,"강서구","준주거지역",806249
2015,"강서구","일반상업지역",992742
2015,"강서구","근린상업지역",80662
2015,"강서구","유통상업지역",248255
2015,"강서구","준공업지역",2919995
2015,"강서구","생산녹지지역",371340
2015,"강서구","자연녹지지역",22129541
2015,"구로구","제1종일반주거지역",1276259
2015,"구로구","제2종일반주거지역(7층이하)",3949431
2015,"구로구","제2종일반주거지역",1916394
2015,"구로구","제3종일반주거지역",2766027
2015,"구로구","준주거지역",279707
2015,"구로구","일반상업지역",513589
2015,"구로구","준공업지역",4277059
2015,"구로구","생산녹지지역",857
2015,"구로구","자연녹지지역",5157005
2015,"금천구","제1종일반주거지역",1477478
2015,"금천구","제2종일반주거지역(7층이하)",2224255
2015,"금천구","제2종일반주거지역",925236
2015,"금천구","제3종일반주거지역",945520
2015,"금천구","준주거지역",272999
2015,"금천구","일반상업지역",102906
2015,"금천구","근린상업지역",46716
2015,"금천구","준공업지역",4121945
2015,"금천구","자연녹지지역",2895630
2015,"영등포구","제1종일반주거지역",526257
2015,"영등포구","제2종일반주거지역(7층이하)",2988334
2015,"영등포구","제2종일반주거지역",1864198
2015,"영등포구","제3종일반주거지역",1710329
2015,"영등포구","준주거지역",886708
2015,"영등포구","일반상업지역",2597140
2015,"영등포구","근린상업지역",48133
2015,"영등포구","준공업지역",5024926
2015,"영등포구","자연녹지지역",8708804
2015,"동작구","제1종일반주거지역",4034371
2015,"동작구","제2종일반주거지역(7층이하)",3744683
2015,"동작구","제2종일반주거지역",2067418
2015,"동작구","제3종일반주거지역",3731972
2015,"동작구","준주거지역",212540
2015,"동작구","일반상업지역",267548
2015,"동작구","근린상업지역",30777
2015,"동작구","유통상업지역",46298
2015,"동작구","자연녹지지역",2252275
2015,"관악구","제1종일반주거지역",5314760
2015,"관악구","제2종일반주거지역(7층이하)",4946137
2015,"관악구","제2종일반주거지역",1305772
2015,"관악구","제3종일반주거지역",3062562
2015,"관악구","준주거지역",705957
2015,"관악구","일반상업지역",390187
2015,"관악구","자연녹지지역",13838107
2015,"서초구","제1종전용주거지역",679087
2015,"서초구","제1종일반주거지역",3394881
2015,"서초구","제2종일반주거지역(7층이하)",3038999
2015,"서초구","제2종일반주거지역",3027701
2015,"서초구","제3종일반주거지역",8372457
2015,"서초구","준주거지역",364545
2015,"서초구","일반상업지역",1317259
2015,"서초구","자연녹지지역",26704958
2015,"강남구","제1종전용주거지역",614211
2015,"강남구","제1종일반주거지역",3483398
2015,"강남구","제2종일반주거지역(7층이하)",3458169
2015,"강남구","제2종일반주거지역",5126819
2015,"강남구","제3종일반주거지역",11075609
2015,"강남구","준주거지역",243034
2015,"강남구","일반상업지역",1676116
2015,"강남구","생산녹지지역",263088
2015,"강남구","자연녹지지역",13556824
2015,"송파구","제1종전용주거지역",72137
2015,"송파구","제1종일반주거지역",1931949
2015,"송파구","제2종일반주거지역(7층이하)",4713380
2015,"송파구","제2종일반주거지역",3571426
2015,"송파구","제3종일반주거지역",9847088
2015,"송파구","준주거지역",883080
2015,"송파구","일반상업지역",1176981
2015,"송파구","근린상업지역",9067
2015,"송파구","유통상업지역",1095326
2015,"송파구","생산녹지지역",422337
2015,"송파구","자연녹지지역",10135604
2015,"강동구","제1종전용주거지역",46719
2015,"강동구","제1종일반주거지역",808511
2015,"강동구","제2종일반주거지역(7층이하)",2143943
2015,"강동구","제2종일반주거지역",5541508
2015,"강동구","제3종일반주거지역",3887370
2015,"강동구","준주거지역",544456
2015,"강동구","일반상업지역",575847
2015,"강동구","근린상업지역",97775
2015,"강동구","자연녹지지역",10910074
2016,"종로구","제1종전용주거지역",1589410
2016,"종로구","제1종일반주거지역",4318554
2016,"종로구","제2종일반주거지역(7층이하)",2199238
2016,"종로구","제2종일반주거지역",761642
2016,"종로구","제3종일반주거지역",762614
2016,"종로구","준주거지역",199099
2016,"종로구","일반상업지역",2937285
2016,"종로구","자연녹지지역",11204665
2016,"중구","제1종일반주거지역",2767697
2016,"중구","제2종일반주거지역(7층이하)",1276251
2016,"중구","제2종일반주거지역",549303
2016,"중구","제3종일반주거지역",1171741
2016,"중구","준주거지역",272447
2016,"중구","중심상업지역",321414
2016,"중구","일반상업지역",3590304
2016,"중구","자연녹지지역",25135
2016,"용산구","제1종전용주거지역",224153
2016,"용산구","제1종일반주거지역",4153291
2016,"용산구","제2종일반주거지역(7층이하)",3241603
2016,"용산구","제2종일반주거지역",1131012
2016,"용산구","제3종일반주거지역",2829722
2016,"용산구","준주거지역",550888
2016,"용산구","일반상업지역",1237935
2016,"용산구","보전녹지지역",72603
2016,"용산구","자연녹지지역",8457559
2016,"성동구","제1종일반주거지역",2409729
2016,"성동구","제2종일반주거지역(7층이하)",3139036
2016,"성동구","제2종일반주거지역",1169673
2016,"성동구","제3종일반주거지역",2968861
2016,"성동구","준주거지역",260342
2016,"성동구","일반상업지역",397688
2016,"성동구","근린상업지역",3052
2016,"성동구","유통상업지역",72405
2016,"성동구","준공업지역",2051234
2016,"성동구","자연녹지지역",4332406
2016,"광진구","제1종전용주거지역",140987
2016,"광진구","제1종일반주거지역",2279472
2016,"광진구","제2종일반주거지역(7층이하)",2936792
2016,"광진구","제2종일반주거지역",2791379
2016,"광진구","제3종일반주거지역",2532699
2016,"광진구","준주거지역",925761
2016,"광진구","일반상업지역",193152
2016,"광진구","자연녹지지역",5274873
2016,"동대문구","제1종일반주거지역",2702669
2016,"동대문구","제2종일반주거지역(7층이하)",3552354
2016,"동대문구","제2종일반주거지역",2353513
2016,"동대문구","제3종일반주거지역",3868820
2016,"동대문구","준주거지역",556837
2016,"동대문구","일반상업지역",745441
2016,"동대문구","근린상업지역",62456
2016,"동대문구","유통상업지역",20262
2016,"동대문구","자연녹지지역",383081
2016,"중랑구","제1종일반주거지역",1043162
2016,"중랑구","제2종일반주거지역(7층이하)",4154125
2016,"중랑구","제2종일반주거지역",1570013
2016,"중랑구","제3종일반주거지역",3232342
2016,"중랑구","준주거지역",822249
2016,"중랑구","일반상업지역",255092
2016,"중랑구","근린상업지역",102350
2016,"중랑구","자연녹지지역",7352187
2016,"성북구","제1종전용주거지역",974866
2016,"성북구","제1종일반주거지역",5071896
2016,"성북구","제2종일반주거지역(7층이하)",4023128
2016,"성북구","제2종일반주거지역",2954040
2016,"성북구","제3종일반주거지역",4205069
2016,"성북구","준주거지역",562332
2016,"성북구","일반상업지역",332833
2016,"성북구","근린상업지역",64396
2016,"성북구","자연녹지지역",6432862
2016,"강북구","제1종일반주거지역",2925399
2016,"강북구","제2종일반주거지역(7층이하)",4241367
2016,"강북구","제2종일반주거지역",1035390
2016,"강북구","제3종일반주거지역",2350294
2016,"강북구","준주거지역",432825
2016,"강북구","일반상업지역",270342
2016,"강북구","자연녹지지역",12380402
2016,"도봉구","제1종일반주거지역",1835376
2016,"도봉구","제2종일반주거지역(7층이하)",2632301
2016,"도봉구","제2종일반주거지역",719162
2016,"도봉구","제3종일반주거지역",2543892
2016,"도봉구","준주거지역",353459
2016,"도봉구","일반상업지역",244894
2016,"도봉구","근린상업지역",19228
2016,"도봉구","준공업지역",1489295
2016,"도봉구","자연녹지지역",10841445
2016,"노원구","제1종전용주거지역",13361
2016,"노원구","제2종전용주거지역",79094
2016,"노원구","제1종일반주거지역",1353520
2016,"노원구","제2종일반주거지역(7층이하)",2611717
2016,"노원구","제2종일반주거지역",2054898
2016,"노원구","제3종일반주거지역",7502606
2016,"노원구","준주거지역",365142
2016,"노원구","일반상업지역",589023
2016,"노원구","자연녹지지역",21026581
2016,"은평구","제1종전용주거지역",123485
2016,"은평구","제2종전용주거지역",672902
2016,"은평구","제1종일반주거지역",3071970
2016,"은평구","제2종일반주거지역(7층이하)",4440618
2016,"은평구","제2종일반주거지역",3894307
2016,"은평구","제3종일반주거지역",2171563
2016,"은평구","준주거지역",990969
2016,"은평구","일반상업지역",424789
2016,"은평구","근린상업지역",99053
2016,"은평구","자연녹지지역",13898866
2016,"서대문구","제1종전용주거지역",354625
2016,"서대문구","제1종일반주거지역",6589067
2016,"서대문구","제2종일반주거지역(7층이하)",2394134
2016,"서대문구","제2종일반주거지역",2864143
2016,"서대문구","제3종일반주거지역",2897358
2016,"서대문구","준주거지역",340045
2016,"서대문구","일반상업지역",274391
2016,"서대문구","근린상업지역",9155
2016,"서대문구","자연녹지지역",1963055
2016,"마포구","제1종일반주거지역",1003364
2016,"마포구","제2종일반주거지역(7층이하)",4829158
2016,"마포구","제2종일반주거지역",3017823
2016,"마포구","제3종일반주거지역",3738189
2016,"마포구","준주거지역",810822
2016,"마포구","중심상업지역",37262
2016,"마포구","일반상업지역",753951
2016,"마포구","근린상업지역",84673
2016,"마포구","유통상업지역",56562
2016,"마포구","자연녹지지역",9558447
2016,"양천구","제1종일반주거지역",1312531
2016,"양천구","제2종일반주거지역(7층이하)",3633491
2016,"양천구","제2종일반주거지역",2308405
2016,"양천구","제3종일반주거지역",4947586
2016,"양천구","준주거지역",334623
2016,"양천구","일반상업지역",733026
2016,"양천구","근린상업지역",63804
2016,"양천구","준공업지역",92872
2016,"양천구","자연녹지지역",4043275
2016,"강서구","제1종전용주거지역",157968
2016,"강서구","제1종일반주거지역",2435477
2016,"강서구","제2종일반주거지역(7층이하)",4867870
2016,"강서구","제2종일반주거지역",1197917
2016,"강서구","제3종일반주거지역",5254481
2016,"강서구","준주거지역",806249
2016,"강서구","일반상업지역",992742
2016,"강서구","근린상업지역",80662
2016,"강서구","유통상업지역",248255
2016,"강서구","준공업지역",2919995
2016,"강서구","생산녹지지역",371340
2016,"강서구","자연녹지지역",22129541
2016,"구로구","제1종일반주거지역",1276259
2016,"구로구","제2종일반주거지역(7층이하)",3949431
2016,"구로구","제2종일반주거지역",1916394
2016,"구로구","제3종일반주거지역",2766027
2016,"구로구","준주거지역",279707
2016,"구로구","일반상업지역",513589
2016,"구로구","준공업지역",4277059
2016,"구로구","생산녹지지역",857
2016,"구로구","자연녹지지역",5157005
2016,"금천구","제1종일반주거지역",1462147
2016,"금천구","제2종일반주거지역(7층이하)",2301279
2016,"금천구","제2종일반주거지역",817214
2016,"금천구","제3종일반주거지역",991206
2016,"금천구","준주거지역",273643
2016,"금천구","일반상업지역",102906
2016,"금천구","근린상업지역",46716
